model,donor_key,n,dice_mean,iou_mean,rmse_mean,soft_intensity_dice_mean,soft_intensity_dice_whole_mean,spot_recognition_mean,spot_recognition_p10
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|374|1356|530910,14,0.8844819366931915,0.8243038462741035,0.051116536504455974,0.8902465999126434,0.8882887789181301,0.9166826946394784,0.7999535083770752
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Cu_logtif.h5|866|866|82562,3,0.8935960133870443,0.8108227451642355,0.060191882153352104,0.9846909840901693,0.9835491180419922,0.9167020718256632,0.9093579530715943
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|971|971|380237,12,0.8952309042215347,0.822051003575325,0.06177563996364673,0.9413812309503555,0.9362577249606451,0.9167276173830032,0.859378558397293
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|3744|8687|276647,4,0.9173042178153992,0.8580844551324844,0.08369903732091188,0.9205394089221954,0.9171826541423798,0.9168026000261307,0.8584207177162171
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Cu_logtif.h5|1983|21831|2328011,3,0.9081212679545084,0.835098147392273,0.07438103978832562,0.9707045157750448,0.9678000410397848,0.9168700774510702,0.8715122699737549
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_deformed_logtif.h5|49|329|1431667,40,0.8854816690087318,0.804033862054348,0.05171788115985691,0.9605663061141968,0.9581962540745735,0.9168818935751915,0.8656395554542542
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|224|224|19517,3,0.8940497040748596,0.8180346091588339,0.06024626145760218,0.962841252485911,0.9501043558120728,0.916901707649231,0.8502821207046509
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|3360|3360|280747,3,0.8925830920537313,0.8395224213600159,0.05864506307989359,0.9402847091356913,0.9398967027664185,0.9169690012931824,0.8376693844795227
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|366|366|137533,5,0.8966448545455933,0.8417513489723205,0.06266087554395199,0.9007365226745605,0.8910734832286835,0.9169919967651368,0.8267254710197449
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_deformed_logtif.h5|51|51|209757,36,0.8889982592728403,0.8125448814696736,0.054992720381253295,0.9738107257419162,0.9718553688791063,0.9170027689801322,0.8846855461597443
